Timestamp,Hospital Name,Hospital Full Name,Hospital Address,City Name(Hospital) ,Bing Address,Disease Name,Rate Staff,Rate Medical Facilities,Rate Parking,Rate Ward Facilities,Overall Ratings,Any Suggestions
3/13/2021 15:03:27,Spine Hospital,,"Vinnayak Spine Hospital Vastushree Complex A Wing Near Market Yard Bus Depo, Pune, Maharashtra 411037",Pune,"Spine Specialist - Dr. Avneesh Gupte, Vinnayak Spine Hospital Vastushree Complex A Wing Near Market Yard Bus Depo, Pune, Maharashtra 411037",Cervical spondylosis,3,4,3,,4,
3/13/2021 15:04:08,Spine Hospital,,"Vinnayak Spine Hospital Vastushree Complex A Wing Near Market Yard Bus Depo, Pune, Maharashtra 411037",Pune,"Spine Specialist - Dr. Avneesh Gupte, Vinnayak Spine Hospital Vastushree Complex A Wing Near Market Yard Bus Depo, Pune, Maharashtra 411037",Cervical spondylosis,3,3,2,,3,
3/13/2021 15:04:58,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,4,5,5,,4,
3/13/2021 15:05:40,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,5,5,5,,5,
3/13/2021 15:06:35,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,4,3,4,,4,
3/13/2021 15:07:25,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,4,4,3,,4,
3/13/2021 15:08:16,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,4,4,4,5,4,
3/13/2021 15:09:26,Dr. Amey Kelkar's Clinic,,"Dermatologist. Kumar Millennium, Nagar, Jijau Masaheb Marg, near shiv tirth, Pratik Nagar, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038",Pune,"Dr. Amey Kelkar's Clinic, Near Vishweshwar Co Op Bank Ltd, Shop No 8, Kumar Millennium Building, Near Shiv Tirth Nagar, Paud Road, Prakash Jayvant Satpute Road, Pune, Maharashtra 411038",Chicken pox,3,4,4,4,4,
3/13/2021 15:10:53,Pratham Clinic,,"Post Office, 727-A, Pratham Apartment, RB Kumthekar Rd, opposite to Sadashiv Peth, Pune, Maharashtra 411030",Pune,"Pratham Clinic, Near Hdfc Bank & Ganpati Mandir, Lane 2, Samata Nagar, Sangavi, Near Samata Nagar, Pune, Maharashtra, India",Chicken pox,3,4,3,4,4,
3/13/2021 15:12:53,Pratham Clinic,,"Post Office, 727-A, Pratham Apartment, RB Kumthekar Rd, opposite to Sadashiv Peth, Pune, Maharashtra 411030",Pune,"Pratham Clinic, Near Hdfc Bank & Ganpati Mandir, Lane 2, Samata Nagar, Sangavi, Near Samata Nagar, Pune, Maharashtra, India",Chicken pox,3,3,4,4,4,
3/13/2021 15:13:40,Pratham Clinic,,"Post Office, 727-A, Pratham Apartment, RB Kumthekar Rd, opposite to Sadashiv Peth, Pune, Maharashtra 411030",Pune,"Pratham Clinic, Near Hdfc Bank & Ganpati Mandir, Lane 2, Samata Nagar, Sangavi, Near Samata Nagar, Pune, Maharashtra, India",Chicken pox,3,4,4,,3,
3/13/2021 15:14:29,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,3,4,4,,4,
3/13/2021 15:15:17,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,5,5,5,5,5,
3/13/2021 15:16:07,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,5,4,4,5,5,
3/13/2021 15:16:52,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,4,4,4,5,4,
3/13/2021 15:17:41,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,5,5,4,,4,
3/13/2021 15:18:32,Apollo Clinic,,"#102, B Wing, 1st Floor, Kul Scapes, Magarpatta Road, Opp. Reliance Smart, Kharadi, Pune, Maharashtra 411014",Pune,"Apollo Clinic, Mundhwa Kharadi Road, Bank Of India, Kharadi, Pune, Maharashtra, India",Chicken pox,4,4,3,,4,
3/13/2021 15:20:28,Dr Giri Diabetes Clinic ,,"B/204, Gandharv Git, in front of Janseva Bank, Sasane Nagar, Hadapsar, Pune, Maharashtra 411028",Pune,"Dr Giri diabetes clinic - diabetes specialist in Hadapsar pune, B/204, Gandharv Git in Front of Janseva Bank, Sasane Nagar, Hadapsar, Pune, Maharashtra, India",Chronic cholestasis,5,5,4,5,5,
3/13/2021 15:21:15,Dr. Abhijit Gotkhinde Hospital,,"Parmar Plaza, 6, C Wing, Fatima Nagar, Wanowrie, Pune, Maharashtra 411040",Pune,"Fatima Nagar, Pune, Pune District, Maharashtra",Chronic cholestasis,5,4,4,5,5,
3/13/2021 15:21:58,Dr. Lalit Shimpi Clinic,,"The Cedar Clinics, 1, Vrundali Apartments, Bhandarkar Instt. Rd, Shivajinagar, next to Yes Bank Corner, Pune, Maharashtra 411004",Pune,"The Cedar Clinics, 1, Vrundali Apartments, Bhandarkar Instt. Rd, Shivajinagar, next to Yes Bank Corner, Pune, Maharashtra 411004",Chronic cholestasis,4,4,3,,4,
3/13/2021 15:22:41,Dr. Vaibhav Inamdar Hospital,"Dr. Vaibhav Inamdar - Ayurvedic Doctor, Vedacharya Phatak Guruji Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030","Vedacharya Phatak Guruji Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030",Pune,"Dr. Vaibhav Inamdar Hospital,  963, Sai Ram Apartment, Bharaman Karyalaya Chowk, Pune, Maharashtra",Chronic cholestasis,3,4,4,,3,
3/13/2021 15:23:21,Dr Varun Khandagale Clinic,,"135, Patil Plaza, Opposite Pudhari Office, Mitra Mandal Chowk, Swargate, Pune, Maharashtra 411009",Pune,"Dr Varun Khandagale Clinic,135, Patil Plaza, Opposite Pudhari Office, Mitra Mandal Chowk, Swargate, Pune, Maharashtra",Chronic cholestasis,5,5,3,4,5,
3/13/2021 15:24:06,Dr. Palnitkar's Clinic,,"Dr. Palnitkar's Liver & Gastro Clinic, Health Plaza, above Ashturkar's Pathology Lab, near Datta Mandir Road, Wakad, Pune, Maharashtra 411057",Pune,"Dr. Sachin Palnitkar, Dr. Palnitkar's Liver & Gastro Clinic, Health Plaza, Above Ashturkar's Pathology Lab, Near Datta Mandir Road, Wakad, Pune, Maharashtra, India",Chronic cholestasis,5,4,3,3,4,
3/13/2021 15:24:58,Dr. Bhate Hospital,"Dr. Bhate Gastro Liver Clinic, Balewadi Phata, ShSriram Yashadha Building Office No.2 First, Main, Baner Rd, near The Orchid School, Pune, Maharashtra 411045","Balewadi Phata, ShSriram Yashadha Building Office No.2 First, Main, Baner Rd, near The Orchid School, Pune, Maharashtra 411045",Pune,"Bablewadi Phata, Baner Rd, near The Orchid School, Pune, Maharashtra 411045",Chronic cholestasis,5,4,4,,4,
3/13/2021 15:26:39,Dr. Bipin Vibhute Clinic,"Dr Bipin Vibhute - Liver and Multi-Organ Transplant Surgeon | Liver Specialist in Pune, Upper Basement Sahyadri Multispeciality Hospital Karve Road, Erandawane, Deccan Gymkhana, Pune, Maharashtra 411004","Upper Basement Sahyadri Multispeciality Hospital Karve Road, Erandawane, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Dr. Bipin Vibhute Clinic,32, Sasson Road, Sangamvadi, Pune, Maharashtra",Chronic cholestasis,5,5,5,5,5,
3/13/2021 17:42:33,Dr. Pavan Hanchanale Clinic,,"Jupiter Hospital, Baner, Near Paratheamesh Park, Pune, Maharashtra 411045",Pune,"Jupiter Hospital, Sr. No. 141 (P), 142/1 & 143/1, Chakankar Mala, Baner-Pimple Nilkh Road, Baner, Pune, Maharashtra, India",Chronic cholestasis,5,5,5,4,5,
3/13/2021 17:43:23,Pune Liver Clinic,Dr. Sandeep Kulkarni - Shree Gastroenterology Clinic,"1st Floor, Labhade Prestige,, Kachare Colony, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Pune liver clinic, Labhade Prestige, Kachare Colony, Deccan Gymkhana, Pune, Maharashtra 411004",Chronic cholestasis,5,5,4,5,5,
3/13/2021 17:44:22,Dr. Ninad Subhash Deshmukh Hospital,,"Dr Ninad Subhash Deshmukh Liver transplant Pune, 5th floor, Punit Yash Arcade, Chitale bandhu on ground floor, Maharshi Karve Road, near, Kothrud Bus Stand Rd, Pune, Maharashtra 411038",Pune,"Maharshi Karve Road, near, Kothrud Bus Stand Rd, Pune, Maharashtra 411038",Chronic cholestasis,5,4,5,,5,
3/13/2021 17:45:20,Life line Clinic,,"Life line Clinic, Balewadi Phata, Baner, Pune, Maharashtra 411045",Pune,"Lifeline Clinic, 15, Signet Corner, Balewadi Phata, Baner Road, Baner, Pune, Maharashtra, India",Common Cold,5,4,5,,4,
3/13/2021 17:46:08,VIGHNAHARTA HOSPITAL,,"VIGHNAHARTA HOSPITAL, Shree Control Chowk, Dhayari Phata, Pune, Maharashtra 411041",Pune,"Vighnaharta Hospital, Hinjawadi Kasarsai Road, Datta Aauth Temple Nerhe Pune, Nerhe, Pune, Maharashtra, India",Common Cold,4,4,3,3,3,
3/13/2021 17:46:51,Harsh hospital,,"Harsh hospital,Todkar garden, Bibwewadi Kondhwa Rd, above South Indian Bank, Pune, Maharashtra 411037",Pune,"Harsh Hospital, 4Th Floor, Todkar Garden, Bibvewadi Kondhwa Road, Bibvewadi, Near Kalyan Bhel, Above South Indian Bank, Next To Kumar Par, Pune, Maharashtra, India",Common Cold,4,3,2,3,3,
3/13/2021 17:47:58,Atharv Hospital,,"Atharv Hospital, 370, Shivajinagar, Shivaji putla Chowk, next to Jain Mandir, Gaothan, Pune, Maharashtra 411005",Pune,"Atharv Hospital, 370, 1st Floor, Lunawat Plaza, Next to Mseb, Shivaji Putala Chowk, Next to Jain Mandir, Shivajinagar, Pune, Maharashtra, India",Common Cold,3,2,1,,2,
3/14/2021 12:14:22,Atharv Hospital,,"Atharv Hospital, 370, Shivajinagar, Shivaji putla Chowk, next to Jain Mandir, Gaothan, Pune, Maharashtra 411005",Pune,"Atharv Hospital, 370, 1st Floor, Lunawat Plaza, Next to Mseb, Shivaji Putala Chowk, Next to Jain Mandir, Shivajinagar, Pune, Maharashtra, India",Common Cold,4,5,3,,5,
3/14/2021 12:16:02,Sanjeevan Hospital,"Sanjeevan Hospital ,Pune","Sanjeevan Hospital, F.P23, off Karve Road, Kashibai Khilare Path, Opposite Pune Cenrtal, Pune, Maharashtra, India",Pune,"Sanjeevan Hospital, F.P23, off Karve Road, Kashibai Khilare Path, Opposite Pune Cenrtal, Pune, Maharashtra, India",Common Cold,3,3,2,4,3,
3/14/2021 12:56:26,Surya Mother And Child Super Specialty Hospital,,"Surya Mother, Sr No-8 Bhujbal Chowk, Near Wakad Octroi Naka, Hinjewadi Fly Bridge, Wakad, Pune, Maharashtra, India",Pune,"Surya Mother, Sr No-8 Bhujbal Chowk, Near Wakad Octroi Naka, Hinjewadi Fly Bridge, Wakad, Pune, Maharashtra, India",Common Cold,4,3,3,4,3,
3/14/2021 12:57:13,Surya Mother And Child Super Specialty Hospital,,"Surya Mother, Sr No-8 Bhujbal Chowk, Near Wakad Octroi Naka, Hinjewadi Fly Bridge, Wakad, Pune, Maharashtra, India",Pune,"Surya Mother, Sr No-8 Bhujbal Chowk, Near Wakad Octroi Naka, Hinjewadi Fly Bridge, Wakad, Pune, Maharashtra, India",Common Cold,4,3,2,2,3,
3/14/2021 12:57:55,Shatayu Hospital,Shatayu Hospital-Abortion Center|Laparoscopy|Gynecologist|Orthopedic Hospital Dhankawadi BalajiNagar,"Shatayu Hospital-Abortion Center|Laparoscopy|Gynecologist|Orthopedic Hospital Dhankawadi BalajiNagar, Sr No 30 , Sonawane Apartment ,Balaji nagar, Satara Rd, Dhankawadi, Pune, Maharashtra 411043",Pune,"Shatayu Hospital, Balaji Nagar, Satara Road, Dhankawadi, Nityanand Society, NEW Nurses Town CO Operative Society, Pune, Maharashtra, India",Common Cold,1,2,1,,1,
3/14/2021 12:58:37,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Polyclinic, Ground Floor, Rahul Park,Next to Om Mangal Mart, Warje,, Mumbai, Bypass,, Nr Atul Nagar, Warje, Pune, Maharashtra 411052",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,4,5,4,
3/14/2021 12:59:14,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Polyclinic, Ground Floor, Rahul Park,Next to Om Mangal Mart, Warje,, Mumbai, Bypass,, Nr Atul Nagar, Warje, Pune, Maharashtra 411052",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,3,4,4,4,4,
3/14/2021 12:59:55,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Polyclinic, Ground Floor, Rahul Park,Next to Om Mangal Mart, Warje,, Mumbai, Bypass,, Nr Atul Nagar, Warje, Pune, Maharashtra 411052",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,4,4,4,
3/14/2021 13:00:35,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Polyclinic, Ground Floor, Rahul Park,Next to Om Mangal Mart, Warje,, Mumbai, Bypass,, Nr Atul Nagar, Warje, Pune, Maharashtra 411052",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,4,4,4,
3/14/2021 13:01:12,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,5,5,5,5,5,
3/14/2021 13:01:50,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,3,4,4,
3/14/2021 13:02:29,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,3,4,4,4,
3/14/2021 13:03:10,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,3,3,3,
3/14/2021 13:03:49,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,4,4,5,4,4,
3/14/2021 13:04:33,Dr. Nachiket Clinic,"Dr Nachiket -Physician, dengue specialist doctor, urinary problem treatment in warje","We Heal Clinic, Sri sai chaithanya Building, Ground flr, PAN card Club Road,, Next to baverly hills, baner, balewadi, pashan sus road, pashan hinjewadi, wakad road, baner, Pune, Maharashtra 411045",Pune,"We Heal Polyclinic, Popular Nagar Road, Near Rdm College, Warje, Pune, Maharashtra, India",Dengue,3,4,4,4,4,
3/14/2021 13:05:17,Ashwini Hospital,"Ashwini Hospital - Gynecologist, Infertility Treatment, Orthopedic, physician","Ameya, Dasra Chowk,, opp. The Pearl, Balewadi, Pune, Maharashtra 411045",Pune,"Ashwini Hospital, Balwalkar Vidyalaya, Balewadi Gaon, Pune, Maharashtra, India",Dengue,4,5,5,5,5,
3/14/2021 13:06:03,Ashwini Hospital,"Ashwini Hospital - Gynecologist, Infertility Treatment, Orthopedic, physician","Ameya, Dasra Chowk,, opp. The Pearl, Balewadi, Pune, Maharashtra 411045",Pune,"Ashwini Hospital, Balwalkar Vidyalaya, Balewadi Gaon, Pune, Maharashtra, India",Dengue,5,4,5,5,5,
3/14/2021 13:12:16,Ashwini Hospital,"Ashwini Hospital - Gynecologist, Infertility Treatment, Orthopedic, physician","Ameya, Dasra Chowk,, opp. The Pearl, Balewadi, Pune, Maharashtra 411045",Pune,"Ashwini Hospital, Balwalkar Vidyalaya, Balewadi Gaon, Pune, Maharashtra, India",Dengue,4,5,5,4,5,
3/14/2021 13:13:06,Poona Hospital,Poona Hospital And Research Centre,"Shivam, 27, Shivram Matre Rd, Nr. Alka Talkies, Ganjwe Wadi, Sadashiv Peth, Pune, Maharashtra 411030",Pune,"Poona Hospital And Research Centre, Pune, Maharashtra, India",Diabetes,5,4,4,,4,
3/14/2021 13:13:48,Dr. Adling's Clinic,Dr Adling's Diabetes Care Clinic,"Shivam Complex, C-2, Solapur - Pune Hwy, near Shankar-Math, Hadapsar, Pune, Maharashtra 411028",Pune,"Dr. Adling's Clinic, C2, Shivam Complex, Pune, Maharashtra",Diabetes,5,5,4,,5,
3/14/2021 13:14:39,Chellaram Hospital,Chellaram Hospital - Diabetes Care & Multispeciality,"Building No 4, Lalani Quantum, Pune Banglore Highway Pashan Exit, Bavdhan, Pune, Maharashtra 411021",Pune,"Chellaram Hospital, 1St Floor, Lalani Quantum, Bavdhan, Mumbai Bangalore Highway, Opp Dsk Toyato Showroom, Pune, Maharashtra, India",Diabetes,4,4,3,,4,
3/14/2021 13:15:47,Dhope Clinic,Dhope Diabetes Care & Thyroid Clinic,"Dhope Diabetes Care & Thyroid Clinic, triveni appartment, sinhgad road, near Santosh Hall, Pune, Maharashtra 411051",Pune,"triveni appartment, sinhgad road, near Santosh Hall, Pune, Maharashtra 411051",Diabetes,5,5,3,,5,
3/14/2021 13:16:23,Dr. Atul Bhasme Clinic,Dr Atul Bhasme Diabetes Clinic,"Dr Atul Bhasme Diabetes Clinic, Shri Samarth Speciality Clinic Flat -2,Second floor, Platinum Classic, behind Vishweshwar Bank, Chandan Nagar, Pune, Maharashtra 411014",Pune,"Dr. Atul Bhasme, Flat Number -102, Second Floor, Number 50, Platinum Classic Society, Above Vishweshwar Bank and Hotel Navmi, Kharadi, Chandannag, Pune, Maharashtra, India",Diabetes,4,4,3,,4,
3/14/2021 13:17:03,"Lifespan Diabetes & Cardiometabolic Clinic, Koregaon Park",*,"Office at Plot no. 292/1, Sangamwadi, North Main Road, Koregaon Park, Pune, Maharashtra 411001",Pune,"Life Span Diabetes Clinic, Near Dr. Vijay Dahiphale - Stemrx, North Main Road, Koregaon Park, Kavadewadi, Near Goldies Touch, Pune, Maharashtra, India",Diabetes,5,4,4,,4,
3/14/2021 13:17:42,Diabetics Care Clinic,,"Diabetics Care Clinic,1204, 22, Jangali Maharaj Rd, Shivajinagar, Pune, Maharashtra 411004",Pune,"Diabetics Care Clinic, Shirole Road, S K Vaidya Chowk, Shivajinagar, Pune, Maharashtra 411004",Diabetes,5,5,3,,5,
3/14/2021 13:18:17,Dr Kaustubh Shendkar- Diabetologist in Pune,,"Dr Kaustubh Shendkar- Diabetologist in Pune, 577/2, next to Dattawadi police chowky Near Mhatre Bridge, Opposite, Sinhgad Rd, Panmala, Pune, Maharashtra 411030",Pune,"Near Mhatre Bridge, Opposite, Sinhgad Rd, Panmala, Pune, Maharashtra 411030",Diabetes,5,5,4,,5,
3/14/2021 13:18:49,Gaikwad Diabetes Center,,"Gaikwad Diabetes Center, Anand Heights, Nashik - Pune Hwy, Vitthal Arcade, Gavhanevasti, Bhosari, Pune, Maharashtra 411039",Pune,"Dr Gaikwad Diabetes Centre, Flat NO 202, Anand Heights, Near S D H Hospital, Nashik Road, Bhosari, Pune, Maharashtra, India",Diabetes,5,4,4,,4,
3/14/2021 13:19:26,Ayur Diabapro Diabetes Clinic,,"320 3rd Floor, Metropole ,Sr No 19, oppostie Maharaja Hotel, Near BRT Bus stop shop no.: 319320312 Dange Chowk, Thergaon, Pune, Maharashtra 411033",Pune,"Ayur Diabapro, 320 3rd Floor, Metropole, Sr No 19, Oppostie Maharaja Hotel, Near BRT Bus, Stop, Shop no.: 319320312, Dange Chowk, Thergaon, Pune, Maharashtra, India",Diabetes,5,4,4,,4,
3/14/2021 14:17:36,Noble Hospital,NOBLE HOSPITAL HADAPSAR,"153, Magarpatta City Road, Hadapsar, Pune-411013.",Pune,"Noble Hospital, 153, Magarpatta City Road, Pune, Maharashtra, India",Diabetes,3,4,4,,3,
3/14/2021 14:18:14,Chellaram Hospital - Diabetes Care & Multispeciality,,"Lalani Quantum, Pune - Bangalore Highway, Bavdhan Budruk Landmark: Opposite Crsytal Honda Showroom & Above Kundan Hyundia Showroom Bavdhan, Pune",Pune,"Chellaram Hospital, 1St Floor, Lalani Quantum, Bavdhan, Mumbai Bangalore Highway, Opp Dsk Toyato Showroom, Pune, Maharashtra, India",Diabetes,4,4,3,4,4,
3/14/2021 14:18:56,Ruby Hall Clinic,,"Ruby Hall Clinic, 40, Sassoon Road, Pune – 411001, Maharashtra, India",Pune,"Ruby Hall Clinic, Wanowarie Ruby Hall, 59/6, Azad Nagar, Wanowrie, Pune, Maharashtra, India",Diabetes,4,3,3,,3,
3/14/2021 14:19:35,Dr Giri diabetes clinic - diabetes specialist in Hadapsar pune,,"B/204, Gandharv Git, in front of Janseva Bank, Sasane Nagar, Hadapsar, Pune, Maharashtra 411028",Pune,"Dr Giri diabetes clinic - diabetes specialist in Hadapsar pune, B/204, Gandharv Git in Front of Janseva Bank, Sasane Nagar, Hadapsar, Pune, Maharashtra, India",Diabetes,4,3,3,,3,
3/14/2021 14:20:09,"Diabetologist Endocrinologist In Pune - Dr Milind Patil SHRI SWAMI DIABETES,& ENDOCRINE CENTER",,"Diabetologist Endocrinologist In Pune - Dr Milind Patil SHRI SWAMI DIABETES,& ENDOCRINE CENTER, Sterling Centre, Shop No. 214, 2nd Floor, opposite Hotel Arora Tower, Camp, Pune, Maharashtra 411001",Pune,"Dr. Milind M Patil, Shop 104, 1ST Floor (BY Lift) West Wing, Aurora Towers, Sterling Center, Pune, Maharashtra, India",Diabetes,3,4,2,,3,
3/14/2021 14:20:50,A J Diabetes Center Dr Ajit More Diabetologist. Viman Nagar Pune. Specialist for Diabetes,,"Town Square Shopping Center, New Airport Road 101-B, First Floor, above Dorabjee, Viman Nagar, Pune, Maharashtra 411014",Pune,"Aj Diabetes Center, Town Square Shopping Center, New Airport Road 101-B, First Floor, Above Dorabjee, Viman Nagar, Pune, Maharashtra, India",Diabetes,3,3,4,,3,
3/14/2021 14:24:15,Ayur Diabapro Diabetes Clinic,,"320 3rd Floor, Metropole ,Sr No 19, oppostie Maharaja Hotel, Near BRT Bus stop shop no.: 319320312 Dange Chowk, Thergaon, Pune, Maharashtra 411033",Pune,"Ayur Diabapro, 320 3rd Floor, Metropole, Sr No 19, Oppostie Maharaja Hotel, Near BRT Bus, Stop, Shop no.: 319320312, Dange Chowk, Thergaon, Pune, Maharashtra, India",Diabetes,5,5,4,,5,
3/14/2021 14:24:55,Diabetes Unit KEM Hospital,,"6th Floor, Banoo Coyaji Building King Edward Memorial Hospital, Rasta Peth, Pune, Maharashtra 411011",Pune,"Diabetes Care & Research Centre, 5, B-Wing, Mittal Court, 478, Moledina Road, Rasta Peth, Pune, Maharashtra, India",Diabetes,3,2,2,,2,
3/14/2021 14:25:48,Dr. Reema Kashiva ,"Dr. Reema Kashiva | Diabetologist, Obestiy Clinic, Thyroid and Weight Loss Treatment in Pune","Center of Excellence for Diabetes & Obesity, 153, Magarpatta Rd, North Hadapsar, Hadapsar, Pune, Maharashtra 411028",Pune,"Dr. Reema Kashiva, Nobel Hospital, 153, Magarpatta City Road, Hadapsar, Pune, Maharashtra, India",Diabetes,3,4,4,,3,
3/14/2021 14:26:29,Diabelife (Diabetes Speciality Centre),,"Diabelife (Diabetes Speciality Centre), 201, Sanskriti Arcade, Near Chatrapati Chowk, Opp. PCMC School, Kaspatewasti, Wakad, Pune, Maharashtra 411057",Pune," Kaspatewasti, Wakad, Pune, Maharashtra 411057",Diabetes,5,5,4,,5,
